"measurement_record_id","test_run_id","measurement_area","metric_name","metric_value","unit","result_classification","mandatory_guardrail","guardrail_pass","reviewer_judgment","evidence_path","reviewer","notes"
MR-CTRL-SESSION-LIFECYCLE-001-12,TR-CTRL-SESSION-LIFECYCLE-001,"session clearing",explicit_reset_clearing,10,"cases out of 10",passed,Yes,Yes,"Explicit reset cleared prior inquiry context.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/case-results.csv,"Project team","Required 100 percent behavior."
MR-CTRL-SESSION-LIFECYCLE-001-13,TR-CTRL-SESSION-LIFECYCLE-001,"session clearing",session_end_clearing,10,"cases out of 10",passed,Yes,Yes,"Session end cleared prior inquiry context.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/case-results.csv,"Project team","Required 100 percent behavior."
MR-CTRL-SESSION-LIFECYCLE-001-14,TR-CTRL-SESSION-LIFECYCLE-001,"session clearing",new_session_isolation,10,"cases out of 10",passed,Yes,Yes,"A new inquiry session inherited no prior context.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/case-results.csv,"Project team","Required 100 percent behavior."
MR-CTRL-SESSION-LIFECYCLE-001-15,TR-CTRL-SESSION-LIFECYCLE-001,lifecycle,mid_session_ineligibility_removal,110,"cases out of 110",passed,Yes,Yes,"Every mid-session change removed the affected evidence.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/case-results.csv,"Project team","Eleven change classes across ten follow-ups."
MR-CTRL-SESSION-LIFECYCLE-001-16,TR-CTRL-SESSION-LIFECYCLE-001,lifecycle,tested_change_classes,11,"change classes",passed,Yes,Yes,"All accepted Section 16.4 change classes were represented.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/case-plan.json,"Project team","Status, file, freshness, account, permission, access, and capability changes."
MR-CTRL-SESSION-LIFECYCLE-001-17,TR-CTRL-SESSION-LIFECYCLE-001,revalidation,final_revalidation_suppression,10,"cases out of 10",passed,Yes,Yes,"Late ineligibility suppressed answer and source return.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/case-results.csv,"Project team","Change occurred after the first check and before final return."
MR-CTRL-SESSION-LIFECYCLE-001-18,TR-CTRL-SESSION-LIFECYCLE-001,"mandatory safety",unsupported_carryover,0,occurrences,passed,Yes,Yes,"No missing or cross-session context produced an answer/source.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/run-summary.json,"Project team","Mandatory zero-occurrence boundary."
MR-CTRL-SESSION-LIFECYCLE-001-19,TR-CTRL-SESSION-LIFECYCLE-001,"mandatory safety",ineligible_evidence_carryover,0,occurrences,passed,Yes,Yes,"No ineligible evidence survived revalidation.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/run-summary.json,"Project team","Mandatory zero-occurrence boundary."
MR-CTRL-SESSION-LIFECYCLE-001-20,TR-CTRL-SESSION-LIFECYCLE-001,fallback,metadata_fallback_availability,100,percent,passed,Yes,Yes,"Metadata fallback remained available in every non-continuity case.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/run-summary.json,"Project team","Non-AI discovery remained independent."
MR-CTRL-SESSION-LIFECYCLE-001-21,TR-CTRL-SESSION-LIFECYCLE-001,"execution boundary",real_model_or_provider_requests,0,requests,passed,Yes,Yes,"No model/provider endpoint was called.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/RUN_INFO.txt,"Project team","Model quality was not tested."
MR-CTRL-SESSION-LIFECYCLE-001-22,TR-CTRL-SESSION-LIFECYCLE-001,privacy,raw_registered_session_id_leakage,0,occurrences,passed,Yes,Yes,"Saved evidence used deterministic session aliases only.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/decision-records.jsonl,"Project team","Independent audit searched event and decision logs."
MR-CTRL-SESSION-LIFECYCLE-001-23,TR-CTRL-SESSION-LIFECYCLE-001,"accepted limitation",live_database_integration_executed,0,"integrated executions","accepted limitation",No,,"The checkpoint supplied deterministic state transitions instead of mutating or querying production AI lifecycle state.",.local/ai-feasibility-spike/results/session-lifecycle/CTRL-SESSION-LIFECYCLE-MODEL-INDEPENDENT-001/run-20260809-084519Z/run-summary.json,"Project team","Live PHP/database integration, real model understanding, and provider retention remain unproven."
MR-REL-CENTROID-COSINE-001-01,TR-REL-CENTROID-COSINE-001,scope,evaluated_related_resource_cases,5,cases,observed,No,,Accepted scoped observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/run-summary.json,Project team,Five accepted related-resource query cases were executed.
MR-REL-CENTROID-COSINE-001-02,TR-REL-CENTROID-COSINE-001,scope,eligible_resource_corpus,25,resources,observed,No,,Accepted scoped observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/run-summary.json,Project team,Only accepted primary-readable resources were eligible.
MR-REL-CENTROID-COSINE-001-03,TR-REL-CENTROID-COSINE-001,ranking,ranked_result_rows,25,rows,observed,No,,Accepted scoped observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/resource-rankings.csv,Project team,Five ranked suggestions were saved for each of five cases.
MR-REL-CENTROID-COSINE-001-04,TR-REL-CENTROID-COSINE-001,quality,expected_resource_top5_hits,4,cases,reviewed,No,,Accepted reviewed measurement,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/resource-rankings.csv,Project team,Four of five cases included at least one accepted expected related resource in the top five.
MR-REL-CENTROID-COSINE-001-05,TR-REL-CENTROID-COSINE-001,quality,expected_resource_top5_percent,80,percent,passed,Yes,Yes,Accepted criterion met,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/run-summary.json,Project team,Met the accepted minimum of 80 percent exactly.
MR-REL-CENTROID-COSINE-001-06,TR-REL-CENTROID-COSINE-001,quality,expected_resource_top5_minimum_percent,80,percent,observed,No,,Accepted specification threshold,docs/ai-feasibility-spike/ACCEPTED_CRITERIA.md,Project team,Predeclared threshold was not changed.
MR-REL-CENTROID-COSINE-001-07,TR-REL-CENTROID-COSINE-001,manual_review,reviewed_top3_rows,15,rows,reviewed,No,,Completed manual review,.local/ai-feasibility-spike/results/manual-review/REL-CENTROID-COSINE-001/run-20260809-092307Z/manual-top3-review-v1/MANUAL_TOP3_REVIEW_DECISIONS.csv,Project team,All saved top-three suggestions were reviewed against linked evidence.
MR-REL-CENTROID-COSINE-001-08,TR-REL-CENTROID-COSINE-001,manual_review,clearly_related_top3_rows,6,rows,reviewed,No,,Completed manual review,.local/ai-feasibility-spike/results/manual-review/REL-CENTROID-COSINE-001/run-20260809-092307Z/manual-top3-review-v1/REVIEW_SUMMARY.json,Project team,Six suggestions were clearly related.
MR-REL-CENTROID-COSINE-001-09,TR-REL-CENTROID-COSINE-001,manual_review,meaningfully_related_top3_rows,5,rows,reviewed,No,,Completed manual review,.local/ai-feasibility-spike/results/manual-review/REL-CENTROID-COSINE-001/run-20260809-092307Z/manual-top3-review-v1/REVIEW_SUMMARY.json,Project team,Five suggestions were meaningfully related.
MR-REL-CENTROID-COSINE-001-10,TR-REL-CENTROID-COSINE-001,manual_review,useful_top3_rows,11,rows,reviewed,No,,Completed manual review,.local/ai-feasibility-spike/results/manual-review/REL-CENTROID-COSINE-001/run-20260809-092307Z/manual-top3-review-v1/REVIEW_SUMMARY.json,Project team,Clearly and meaningfully related judgments count as useful.
MR-REL-CENTROID-COSINE-001-11,TR-REL-CENTROID-COSINE-001,quality,human_top3_relevance_percent,73.3333333333,percent,passed,Yes,Yes,Accepted criterion met,.local/ai-feasibility-spike/results/manual-review/REL-CENTROID-COSINE-001/run-20260809-092307Z/manual-top3-review-v1/REVIEW_SUMMARY.json,Project team,Met the accepted 70 percent minimum with one-suggestion margin.
MR-REL-CENTROID-COSINE-001-12,TR-REL-CENTROID-COSINE-001,quality,human_top3_relevance_minimum_percent,70,percent,observed,No,,Accepted specification threshold,docs/ai-feasibility-spike/ACCEPTED_CRITERIA.md,Project team,Predeclared threshold was not changed.
MR-REL-CENTROID-COSINE-001-13,TR-REL-CENTROID-COSINE-001,manual_review,weakly_related_top3_rows,1,rows,reviewed,No,,Accepted quality finding,.local/ai-feasibility-spike/results/manual-review/REL-CENTROID-COSINE-001/run-20260809-092307Z/manual-top3-review-v1/REVIEW_SUMMARY.json,Project team,One suggestion was related only weakly and did not count as useful.
MR-REL-CENTROID-COSINE-001-14,TR-REL-CENTROID-COSINE-001,manual_review,unrelated_top3_rows,3,rows,reviewed,No,,Accepted quality finding,.local/ai-feasibility-spike/results/manual-review/REL-CENTROID-COSINE-001/run-20260809-092307Z/manual-top3-review-v1/REVIEW_SUMMARY.json,Project team,Three suggestions were unrelated and did not count as useful.
MR-REL-CENTROID-COSINE-001-15,TR-REL-CENTROID-COSINE-001,quality,predeclared_misleading_top3_occurrences,0,occurrences,reviewed,No,,Accepted scoped observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/run-summary.json,Project team,No predeclared misleading fixture appeared in the saved top three.
MR-REL-CENTROID-COSINE-001-16,TR-REL-CENTROID-COSINE-001,manual_review,redundant_top3_suggestions,0,suggestions,reviewed,No,,Accepted manual observation,.local/ai-feasibility-spike/results/manual-review/REL-CENTROID-COSINE-001/run-20260809-092307Z/manual-top3-review-v1/MANUAL_TOP3_REVIEW_DECISIONS.csv,Project team,No top-three suggestion was judged redundant within its case.
MR-REL-CENTROID-COSINE-001-17,TR-REL-CENTROID-COSINE-001,diversity,unique_suggested_resources,16,resources,observed,No,,Accepted diversity observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/resource-rankings.csv,Project team,Sixteen distinct resources appeared across the 25 saved suggestion rows.
MR-REL-CENTROID-COSINE-001-18,TR-REL-CENTROID-COSINE-001,diversity,distinct_top5_resources_per_case,5,resources_per_case,passed,No,Yes,Accepted execution guard,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/resource-rankings.csv,Project team,Every case returned five distinct resources with no self-suggestion.
MR-REL-CENTROID-COSINE-001-19,TR-REL-CENTROID-COSINE-001,lifecycle,eligibility_revalidation_cases,30,cases,observed,No,,Accepted scoped observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/revalidation-results.csv,Project team,Six deterministic ineligibility states were checked for each case.
MR-REL-CENTROID-COSINE-001-20,TR-REL-CENTROID-COSINE-001,lifecycle,eligibility_revalidation_pass_percent,100,percent,passed,Yes,Yes,Accepted guardrail met,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/revalidation-results.csv,Project team,All 30 supplied-state revalidation cases excluded the ineligible suggestion.
MR-REL-CENTROID-COSINE-001-21,TR-REL-CENTROID-COSINE-001,fallback,metadata_fallback_cases,5,cases,observed,No,,Accepted diagnostic observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/metadata-fallback.csv,Project team,One test-only metadata-cluster fallback diagnostic was recorded per case.
MR-REL-CENTROID-COSINE-001-22,TR-REL-CENTROID-COSINE-001,fallback,metadata_fallback_pass_percent,100,percent,passed,No,Yes,Accepted diagnostic result,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/metadata-fallback.csv,Project team,All five fallback diagnostics preserved eligibility boundaries.
MR-REL-CENTROID-COSINE-001-23,TR-REL-CENTROID-COSINE-001,quality,no_forced_weak_suggestion_criterion,not_scored_no_accepted_empty_related_set_case,status,"accepted limitation",Yes,,"Accepted limitation; not a pass",.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/run-summary.json,Project team,No accepted case has an intentionally empty useful-related-resource set; the criterion remains unscored and must not be reported as passed.
MR-REL-CENTROID-COSINE-001-24,TR-REL-CENTROID-COSINE-001,execution,new_embedding_requests,0,requests,observed,No,,Accepted execution observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/run-summary.json,Project team,The evaluation reused the accepted saved vectors.
MR-REL-CENTROID-COSINE-001-25,TR-REL-CENTROID-COSINE-001,execution,model_or_provider_requests,0,requests,observed,No,,Accepted execution observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/run-summary.json,Project team,No Ollama or external-provider request occurred.
MR-REL-CENTROID-COSINE-001-26,TR-REL-CENTROID-COSINE-001,performance,ranking_latency_min_ms,1.0921,milliseconds,observed,No,,Accepted bounded observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/run-summary.json,Project team,Ranking-only timing excludes vector loading and application/database work.
MR-REL-CENTROID-COSINE-001-27,TR-REL-CENTROID-COSINE-001,performance,ranking_latency_median_ms,1.5985,milliseconds,observed,No,,Accepted bounded observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/run-summary.json,Project team,Ranking-only median over five cases.
MR-REL-CENTROID-COSINE-001-28,TR-REL-CENTROID-COSINE-001,performance,ranking_latency_max_ms,4.7467,milliseconds,observed,No,,Accepted bounded observation,.local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-001/run-20260809-092307Z/run-summary.json,Project team,Ranking-only maximum over five cases.
MR-REL-CENTROID-COSINE-001-29,TR-REL-CENTROID-COSINE-001,evidence,raw_source_hashes_unchanged,Yes,boolean,passed,Yes,Yes,Accepted evidence-integrity guard,.local/ai-feasibility-spike/results/manual-review/REL-CENTROID-COSINE-001/run-20260809-092307Z/manual-top3-review-v1/REVIEW_SUMMARY.json,Project team,The completed manual review preserved the raw Pending worksheet rankings and summary hashes.
MR-ATTR-END-USER-PRESENTATION-001-01,TR-ATTR-END-USER-PRESENTATION-001,scope,presentation_cases,10,cases,observed,No,,"Accepted scoped observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/case-results.csv,"Project team","Ten fixed presentation-contract cases were evaluated."
MR-ATTR-END-USER-PRESENTATION-001-02,TR-ATTR-END-USER-PRESENTATION-001,execution,passed_presentation_cases,10,cases,passed,Yes,Yes,"Accepted execution guard",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/case-results.csv,"Project team","Every planned case reached its expected safe display status."
MR-ATTR-END-USER-PRESENTATION-001-03,TR-ATTR-END-USER-PRESENTATION-001,scope,accepted_saved_evidence_cases,4,cases,observed,No,,"Accepted scoped observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/case-plan.json,"Project team","Four cases reused accepted saved grounded-answer evidence."
MR-ATTR-END-USER-PRESENTATION-001-04,TR-ATTR-END-USER-PRESENTATION-001,scope,model_independent_control_cases,6,cases,observed,No,,"Accepted scoped observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/case-plan.json,"Project team","Six cases exercised refusal or presentation safety controls without a model."
MR-ATTR-END-USER-PRESENTATION-001-05,TR-ATTR-END-USER-PRESENTATION-001,attribution,displayed_source_records,6,records,observed,No,,"Accepted scoped observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/source-reference-audit.csv,"Project team","Six grouped resource references were displayed across eligible answer cases."
MR-ATTR-END-USER-PRESENTATION-001-06,TR-ATTR-END-USER-PRESENTATION-001,attribution,substantive_answer_points,11,points,observed,No,,"Accepted scoped observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/presentation-records.jsonl,"Project team","Eleven substantive answer points carried source references."
MR-ATTR-END-USER-PRESENTATION-001-07,TR-ATTR-END-USER-PRESENTATION-001,attribution,claim_source_resolution_percent,100,percent,passed,Yes,Yes,"Accepted attribution guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/run-summary.json,"Project team","Every displayed substantive point resolved to its verified supporting resource number."
MR-ATTR-END-USER-PRESENTATION-001-08,TR-ATTR-END-USER-PRESENTATION-001,attribution,correct_source_identity_percent,100,percent,passed,Yes,Yes,"Accepted attribution guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/source-reference-audit.csv,"Project team","Every displayed fixture identity matched the accepted registers and chunks."
MR-ATTR-END-USER-PRESENTATION-001-09,TR-ATTR-END-USER-PRESENTATION-001,attribution,correct_source_title_percent,100,percent,passed,Yes,Yes,"Accepted attribution guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/source-reference-audit.csv,"Project team","Titles came from verified fixture records rather than generated text."
MR-ATTR-END-USER-PRESENTATION-001-10,TR-ATTR-END-USER-PRESENTATION-001,attribution,correct_source_version_percent,100,percent,passed,Yes,Yes,"Accepted attribution guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/source-reference-audit.csv,"Project team","Every displayed source-version association reconciled."
MR-ATTR-END-USER-PRESENTATION-001-11,TR-ATTR-END-USER-PRESENTATION-001,locator,correct_locator_or_omission_percent,100,percent,passed,Yes,Yes,"Accepted locator guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/run-summary.json,"Project team","Every displayed locator was verified, and the unavailable-locator case omitted the locator."
MR-ATTR-END-USER-PRESENTATION-001-12,TR-ATTR-END-USER-PRESENTATION-001,locator,correct_locator_omission_cases,1,case,passed,Yes,Yes,"Accepted omission guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/presentation-records.jsonl,"Project team","The controlled unavailable-locator case showed the source while clearly omitting a fine-grained location."
MR-ATTR-END-USER-PRESENTATION-001-13,TR-ATTR-END-USER-PRESENTATION-001,safety,invalid_source_disclosures,0,occurrences,passed,Yes,Yes,"Accepted mandatory guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/case-results.csv,"Project team","Unknown and mismatched source identities did not produce answer or source disclosure."
MR-ATTR-END-USER-PRESENTATION-001-14,TR-ATTR-END-USER-PRESENTATION-001,safety,second_point_revalidation_leaks,0,occurrences,passed,Yes,Yes,"Accepted mandatory guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/case-results.csv,"Project team","A source failing final revalidation produced a safe unavailable state."
MR-ATTR-END-USER-PRESENTATION-001-15,TR-ATTR-END-USER-PRESENTATION-001,insufficiency,insufficient_evidence_source_disclosures,0,occurrences,passed,Yes,Yes,"Accepted mandatory guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/presentation-records.jsonl,"Project team","The insufficient-evidence case showed no fabricated source or locator."
MR-ATTR-END-USER-PRESENTATION-001-16,TR-ATTR-END-USER-PRESENTATION-001,policy,prohibited_request_source_disclosures,0,occurrences,passed,Yes,Yes,"Accepted mandatory guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/presentation-records.jsonl,"Project team","The prohibited-request case returned the saved safe refusal with no source display."
MR-ATTR-END-USER-PRESENTATION-001-17,TR-ATTR-END-USER-PRESENTATION-001,security,unsafe_html_execution_markers,0,occurrences,passed,Yes,Yes,"Accepted output-escaping guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/index.html,"Project team","Untrusted generated HTML-like text was escaped and displayed as text."
MR-ATTR-END-USER-PRESENTATION-001-18,TR-ATTR-END-USER-PRESENTATION-001,visual_review,desktop_review_cases,10,cases,reviewed,No,,"Completed visual review",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/visual-review-run-20260809-100637Z/desktop-1440x1000.png,"Project team","All ten cases were inspected at 1440 by 1000 CSS pixels."
MR-ATTR-END-USER-PRESENTATION-001-19,TR-ATTR-END-USER-PRESENTATION-001,visual_review,mobile_review_cases,10,cases,reviewed,No,,"Completed visual review",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/visual-review-run-20260809-100637Z/mobile-390x844.png,"Project team","All ten cases were inspected at 390 by 844 CSS pixels."
MR-ATTR-END-USER-PRESENTATION-001-20,TR-ATTR-END-USER-PRESENTATION-001,visual_review,desktop_horizontal_overflow,0,occurrences,passed,No,Yes,"Accepted visual observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/visual-review-run-20260809-100637Z/visual-review-summary.json,"Project team","Desktop DOM measurement found no horizontal overflow."
MR-ATTR-END-USER-PRESENTATION-001-21,TR-ATTR-END-USER-PRESENTATION-001,visual_review,mobile_horizontal_overflow,0,occurrences,passed,No,Yes,"Accepted visual observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/visual-review-run-20260809-100637Z/visual-review-summary.json,"Project team","Mobile DOM measurement found no horizontal overflow."
MR-ATTR-END-USER-PRESENTATION-001-22,TR-ATTR-END-USER-PRESENTATION-001,execution,model_or_provider_requests,0,requests,observed,No,,"Accepted execution observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/run-summary.json,"Project team","The checkpoint reused saved evidence and made no model/provider request."
MR-ATTR-END-USER-PRESENTATION-001-23,TR-ATTR-END-USER-PRESENTATION-001,execution,retrieval_reruns,0,runs,observed,No,,"Accepted execution observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/run-summary.json,"Project team","No query embedding, cosine ranking, or retrieval rerun occurred."
MR-ATTR-END-USER-PRESENTATION-001-24,TR-ATTR-END-USER-PRESENTATION-001,privacy,external_network_requests,0,requests,passed,Yes,Yes,"Accepted privacy guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/run-summary.json,"Project team","The checkpoint made no external network request; visual review used only the local loopback server."
MR-ATTR-END-USER-PRESENTATION-001-25,TR-ATTR-END-USER-PRESENTATION-001,boundary,live_application_files_modified,0,files,passed,Yes,Yes,"Accepted scope guardrail met",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/run-summary.json,"Project team","All tool and evidence files remained under ignored .local paths."
MR-ATTR-END-USER-PRESENTATION-001-26,TR-ATTR-END-USER-PRESENTATION-001,decision,final_citation_ui_selected,No,boolean,"accepted limitation",No,,"Not selected",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/run-summary.json,"Project team","The isolated HTML demonstrates a contract and does not select the final application UI."
MR-ATTR-END-USER-PRESENTATION-001-27,TR-ATTR-END-USER-PRESENTATION-001,decision,final_candidate_or_architecture_selected,No,boolean,"accepted limitation",No,,"Not selected",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/run-20260809-100637Z/run-summary.json,"Project team","No model, provider, retrieval, storage, schema, or mixed-architecture decision was made."
MR-ATTR-END-USER-PRESENTATION-001-28,TR-ATTR-END-USER-PRESENTATION-001,visual_review,browser_console_errors_total,1,occurrence,observed,No,,"Preserved nonfunctional observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/visual-review-run-20260809-100637Z/visual-review-summary.json,"Project team","The isolated test server returned 404 for favicon.ico."
MR-ATTR-END-USER-PRESENTATION-001-29,TR-ATTR-END-USER-PRESENTATION-001,visual_review,functional_browser_console_errors,0,occurrences,passed,No,Yes,"Accepted visual observation",.local/ai-feasibility-spike/results/source-attribution/ATTR-END-USER-PRESENTATION-001/visual-review-run-20260809-100637Z/visual-review-summary.json,"Project team","No script, layout, evidence, or safety behavior failed."
"MR-REL-NO-USEFUL-BOUNDARY-001-01","TR-REL-NO-USEFUL-BOUNDARY-001","scope","evaluated_boundary_control_cases","1","case","observed","No","","Accepted scoped observation",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","One predeclared isolated-resource boundary case was executed."
"MR-REL-NO-USEFUL-BOUNDARY-001-02","TR-REL-NO-USEFUL-BOUNDARY-001","scope","accepted_candidate_corpus","25","resources","observed","No","","Accepted scoped observation",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-result.json","Project team","The frozen 25-resource corpus remained the candidate pool before relation-group gating."
"MR-REL-NO-USEFUL-BOUNDARY-001-03","TR-REL-NO-USEFUL-BOUNDARY-001","fixture","boundary_fixture_chunks","3","chunks","observed","No","","Accepted scoped observation",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-chunks.jsonl","Project team","The synthetic TXT fixture was split into three frozen sections, each below 1,200 characters."
"MR-REL-NO-USEFUL-BOUNDARY-001-04","TR-REL-NO-USEFUL-BOUNDARY-001","embedding","boundary_vectors_created","3","vectors","observed","No","","Accepted execution observation",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-vectors.jsonl","Project team","Exactly one vector was returned for each boundary chunk."
"MR-REL-NO-USEFUL-BOUNDARY-001-05","TR-REL-NO-USEFUL-BOUNDARY-001","embedding","boundary_vector_dimension","384","dimensions","passed","Yes","Yes","Accepted guardrail passed",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-vectors.jsonl","Project team","All boundary vectors matched the accepted all-minilm dimension."
"MR-REL-NO-USEFUL-BOUNDARY-001-06","TR-REL-NO-USEFUL-BOUNDARY-001","embedding","finite_normalized_boundary_vectors","3","vectors","passed","Yes","Yes","Accepted guardrail passed",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/boundary-vectors.jsonl","Project team","All three vectors were finite and within the 0.99-1.01 norm guard."
"MR-REL-NO-USEFUL-BOUNDARY-001-07","TR-REL-NO-USEFUL-BOUNDARY-001","ranking","raw_semantic_top5_count","5","suggestions","observed","No","","Accepted diagnostic observation",".local/ai-feasibility-spike/results/related-resources/REL-CENTROID-COSINE-METADATA-GUARDED-BOUNDARY-001/run-20260811-084856Z/raw-semantic-rankings.csv","Project team","Five raw semantic neighbors were retained for diagnosis and were not silently deleted."
